Date,Products,Cost,Revenue,Profit
22-08-2015,Mountain Bikes,2295,2328,2948
15-11-2015,Mountain Bikes,2320,2106,1296
07-12-2015,Mountain Bikes,769,784,108
20-02-2016,Fenders,220,303,186
20-02-2016,Cleaners,143,173,1065
11-03-2016,Fenders,593,787,1916
13-08-2015,Cleaners,32,38,207
10-11-2015,Cleaners,16,16,68
16-07-2016,Tires and Tubes,815,933,141
25-09-2015,Tires and Tubes,595,685,1352
25-09-2015,Tires and Tubes,120,136,74
25-09-2015,Tires and Tubes,57,68,196
19-11-2015,Tires and Tubes,150,161,113
22-11-2015,Tires and Tubes,46,54,110
03-08-2015,Bike Stands,477,576,75
28-03-2016,Jerseys,900,1029,1510
15-06-2016,Mountain Bikes,2295,2440,7
17-06-2016,Mountain Bikes,2320,2522,275
09-08-2015,Mountain Bikes,2295,2219,1022
09-08-2015,Jerseys,1100,1307,20
24-08-2015,Mountain Bikes,2295,2131,150
07-11-2015,Road Bikes,540,512,1341
24-11-2015,Mountain Bikes,2295,2220,146
24-11-2015,Jerseys,1566,1451,271
26-11-2015,Jerseys,900,926,165
04-08-2015,Mountain Bikes,2320,2280,217
04-08-2015,Bottles and Cages,30,33,1864
04-08-2015,Bottles and Cages,140,163,49
04-08-2015,Hydration Packs,1375,1491,2003
19-03-2016,Helmets,490,583,63
28-03-2016,Helmets,70,87,1262
24-06-2016,Helmets,945,1233,30
24-08-2015,Helmets,980,1106,146
12-09-2015,Helmets,945,1092,76
10-07-2015,Mountain Bikes,2320,2548,59
06-01-2016,Touring Bikes,742,743,1013
21-01-2016,Touring Bikes,742,804,1819
28-01-2016,Touring Bikes,2384,2459,216
26-04-2016,Touring Bikes,742,782,3
09-06-2016,Touring Bikes,2384,2550,942
06-12-2015,Touring Bikes,2384,2168,27
18-12-2015,Touring Bikes,2384,2089,1466
08-07-2015,Mountain Bikes,2320,2506,1898
08-01-2016,Helmets,700,1011,1261
05-06-2016,Bottles and Cages,36,58,136
05-06-2016,Bottles and Cages,70,71,150
05-06-2016,Helmets,840,905,338
31-03-2015,Mountain Bikes,2071,1420,643
09-07-2015,Mountain Bikes,2320,1884,501
09-07-2015,Bottles and Cages,110,95,215
09-07-2015,Bottles and Cages,60,58,183
09-07-2015,Helmets,595,851,945
04-09-2015,Helmets,245,195,70
20-01-2016,Touring Bikes,2384,2720,538
21-05-2016,Touring Bikes,742,786,29
23-07-2015,Mountain Bikes,2320,2007,708
02-10-2015,Mountain Bikes,540,529,100
09-10-2015,Mountain Bikes,769,751,575
30-10-2015,Mountain Bikes,540,551,90
03-07-2015,Mountain Bikes,2320,2726,346
03-07-2015,Bottles and Cages,30,40,465
03-07-2015,Bottles and Cages,35,47,111
03-07-2015,Helmets,560,795,56
10-04-2015,Mountain Bikes,2049,2267,128
29-07-2015,Mountain Bikes,2295,2326,131
30-04-2015,Mountain Bikes,2049,2154,155
06-07-2015,Mountain Bikes,2295,1630,54
06-07-2015,Bottles and Cages,130,157,207
06-07-2015,Bottles and Cages,145,204,1180
06-07-2015,Jerseys,108,100,2028
20-01-2016,Touring Bikes,2384,2414,125
20-01-2016,Tires and Tubes,551,733,24
20-01-2016,Tires and Tubes,70,90,634
20-01-2016,Helmets,105,120,329
24-04-2016,Tires and Tubes,72,92,197
24-04-2016,Helmets,1015,1301,1966
07-07-2015,Mountain Bikes,2295,2169,1671
07-07-2015,Helmets,805,982,1963
07-07-2015,Caps,72,78,2926
03-09-2015,Tires and Tubes,36,41,2001
03-09-2015,Tires and Tubes,172,193,80
13-01-2016,Bottles and Cages,75,90,143
13-01-2016,Bottles and Cages,144,149,882
13-01-2016,Helmets,770,828,424
27-09-2015,Bottles and Cages,130,167,1599
27-09-2015,Bottles and Cages,36,45,172
24-01-2016,Gloves,220,274,33
25-04-2015,Mountain Bikes,2049,1416,1661
04-07-2015,Mountain Bikes,2320,2681,133
04-07-2015,Tires and Tubes,35,36,51
12-08-2015,Tires and Tubes,116,153,753
10-09-2015,Tires and Tubes,840,1045,96
10-09-2015,Tires and Tubes,66,78,748
15-08-2015,Jerseys,200,209,2391
15-08-2015,Socks,126,93,231
02-10-2015,Jerseys,648,772,77
09-01-2016,Jerseys,250,352,621
16-07-2016,Bottles and Cages,90,119,536
16-07-2016,Bottles and Cages,27,39,584
16-07-2016,Jerseys,1188,1818,1182
02-11-2015,Bottles and Cages,81,74,3037
02-11-2015,Bottles and Cages,140,184,54
05-06-2016,Bottles and Cages,90,129,804
05-06-2016,Caps,171,242,1551
05-06-2016,Bottles and Cages,225,371,2842
23-01-2016,Bottles and Cages,35,44,842
23-01-2016,Bottles and Cages,110,145,135
22-02-2016,Bottles and Cages,130,159,487
22-02-2016,Bottles and Cages,50,68,1574
29-03-2016,Bottles and Cages,105,144,41
29-03-2016,Bottles and Cages,45,55,81
07-04-2016,Bottles and Cages,261,359,1532
07-04-2016,Bottles and Cages,110,151,81
05-05-2016,Bottles and Cages,90,121,1222
05-05-2016,Bottles and Cages,145,182,123
15-08-2015,Bottles and Cages,20,22,2534
28-02-2016,Bottles and Cages,72,114,2479
28-02-2016,Bottles and Cages,95,138,397
28-02-2016,Gloves,122,167,193
08-09-2015,Tires and Tubes,40,56,143
08-09-2015,Tires and Tubes,41,56,86
17-10-2015,Tires and Tubes,45,58,2567
17-10-2015,Tires and Tubes,319,418,1495
17-10-2015,Helmets,420,565,2760
17-04-2016,Jerseys,1404,1661,694
01-09-2015,Jerseys,500,709,33
20-04-2015,Mountain Bikes,2071,1555,671
18-08-2015,Mountain Bikes,2320,2729,166
18-08-2015,Bottles and Cages,250,265,94
18-08-2015,Helmets,770,964,1105
07-02-2016,Fenders,352,414,478
07-08-2015,Bottles and Cages,40,55,1026
07-08-2015,Bottles and Cages,10,12,900
07-08-2015,Cleaners,48,68,86
27-11-2015,Bottles and Cages,198,254,1137
27-11-2015,Bottles and Cages,120,170,872
07-05-2015,Mountain Bikes,2049,1566,117
20-08-2015,Mountain Bikes,2295,2323,3344
04-07-2016,Bottles and Cages,75,94,71
04-07-2016,Bottles and Cages,81,87,1072
03-02-2016,Bottles and Cages,162,164,922
03-02-2016,Bottles and Cages,10,12,2626
03-02-2016,Helmets,980,1376,1124
14-03-2016,Bottles and Cages,189,263,1775
14-03-2016,Bottles and Cages,55,72,550
14-03-2016,Helmets,245,232,173
30-04-2016,Helmets,805,740,17
20-05-2016,Helmets,945,1354,1714
26-08-2015,Helmets,350,483,1784
29-08-2015,Helmets,175,214,162
13-12-2015,Helmets,35,45,205
20-05-2016,Tires and Tubes,551,761,626
20-05-2016,Tires and Tubes,25,42,198
26-08-2015,Tires and Tubes,580,778,39
26-08-2015,Tires and Tubes,135,184,604
03-09-2015,Tires and Tubes,27,34,255
30-09-2015,Tires and Tubes,87,106,1857
01-10-2015,Tires and Tubes,174,234,52
01-10-2015,Tires and Tubes,5,7,330
25-10-2015,Tires and Tubes,88,120,2542
25-10-2015,Tires and Tubes,23,30,237
13-12-2015,Tires and Tubes,80,100,1877
13-12-2015,Tires and Tubes,780,1093,232
06-08-2015,Cleaners,48,55,292
08-01-2016,Gloves,637,1008,1422
01-05-2015,Mountain Bikes,2071,1869,160
26-07-2015,Mountain Bikes,2295,2005,4
26-07-2015,Hydration Packs,1320,1295,66
09-09-2015,Helmets,735,587,809
04-07-2015,Hydration Packs,1045,1434,1772
04-07-2015,Caps,270,302,942
04-10-2015,Helmets,700,759,499
05-02-2016,Road Bikes,1701,1442,174
01-05-2015,Mountain Bikes,2071,2599,164
22-07-2015,Mountain Bikes,2320,1737,1618
22-07-2015,Bottles and Cages,120,171,392
22-07-2015,Bottles and Cages,150,196,742
22-07-2015,Caps,18,13,766
22-07-2015,Jerseys,540,368,2207
29-11-2015,Road Bikes,540,411,864
29-11-2015,Tires and Tubes,64,80,2175
29-11-2015,Tires and Tubes,41,57,2642
06-02-2016,Tires and Tubes,365,587,2050
14-08-2015,Tires and Tubes,522,667,1252
14-08-2015,Tires and Tubes,150,195,456
03-09-2015,Tires and Tubes,350,486,1404
03-09-2015,Tires and Tubes,20,27,1407
27-09-2015,Tires and Tubes,55,73,724
27-09-2015,Tires and Tubes,16,21,1483
10-12-2015,Tires and Tubes,780,1037,1350
10-12-2015,Tires and Tubes,80,110,3310
02-10-2015,Jerseys,216,307,1650
25-12-2015,Jerseys,1458,2022,310
19-02-2016,Mountain Bikes,769,995,1555
21-05-2015,Mountain Bikes,2049,1717,654
01-08-2015,Mountain Bikes,2320,2460,2102
01-08-2015,Tires and Tubes,75,60,733
01-08-2015,Tires and Tubes,980,1221,241
01-08-2015,Helmets,70,71,65
24-02-2016,Helmets,525,672,147
10-03-2016,Tires and Tubes,80,101,10
10-03-2016,Tires and Tubes,75,92,1099
10-03-2016,Tires and Tubes,60,83,653
05-06-2016,Tires and Tubes,551,798,33
05-06-2016,Tires and Tubes,27,31,601
14-07-2015,Helmets,700,976,156
08-08-2015,Tires and Tubes,385,335,68
08-08-2015,Helmets,875,986,168
18-08-2015,Helmets,490,712,237
13-11-2015,Tires and Tubes,290,367,1956
13-11-2015,Tires and Tubes,130,180,555
13-11-2015,Tires and Tubes,37,37,694
30-12-2015,Helmets,805,900,1601
05-02-2016,Gloves,245,403,335
13-04-2016,Touring Bikes,2384,2844,48
13-04-2016,Caps,162,229,250
20-04-2016,Helmets,630,919,91
12-08-2015,Mountain Bikes,2295,2705,51
12-08-2015,Bottles and Cages,20,28,362
12-08-2015,Bottles and Cages,20,28,101
12-08-2015,Helmets,980,1205,187
11-10-2015,Road Bikes,1701,1755,1011
11-10-2015,Helmets,1050,1416,1046
11-10-2015,Caps,135,169,102
21-10-2015,Road Bikes,2443,2927,819
01-02-2016,Touring Bikes,742,794,232
08-03-2016,Vests,826,991,881
17-02-2016,Bottles and Cages,140,225,48
17-02-2016,Bottles and Cages,144,195,666
11-05-2015,Mountain Bikes,2049,2098,37
06-08-2015,Mountain Bikes,2295,1859,554
06-08-2015,Helmets,280,418,491
06-11-2015,Road Bikes,540,444,46
06-11-2015,Bottles and Cages,108,97,95
01-02-2016,Road Bikes,540,786,419
01-02-2016,Bottles and Cages,9,14,15
18-02-2016,Touring Bikes,2384,1986,21
04-05-2016,Touring Bikes,742,808,34
04-05-2016,Bottles and Cages,5,5,498
04-05-2016,Bottles and Cages,54,86,1948
17-06-2016,Touring Bikes,2384,2083,100
08-05-2015,Mountain Bikes,2049,2435,288
15-07-2015,Mountain Bikes,2320,1492,1061
04-12-2015,Mountain Bikes,540,487,2466
04-12-2015,Bottles and Cages,180,151,58
04-12-2015,Caps,171,272,123
19-06-2016,Tires and Tubes,120,190,320
19-06-2016,Helmets,700,1123,1459
24-06-2016,Helmets,770,1267,195
13-12-2015,Tires and Tubes,150,192,18
13-12-2015,Tires and Tubes,450,601,1221
13-12-2015,Helmets,420,552,3260
13-09-2015,Bike Stands,795,817,246
06-05-2016,Road Bikes,540,594,32
06-05-2016,Caps,216,295,119
30-06-2016,Caps,261,288,39
12-06-2015,Road Bikes,2443,2205,92
27-06-2015,Road Bikes,2443,2328,2239
12-08-2015,Road Bikes,2443,2230,107
22-04-2016,Touring Bikes,2384,2794,106
22-04-2016,Caps,162,239,809
21-07-2015,Road Bikes,540,563,2415
28-08-2015,Mountain Bikes,2295,2757,810
28-12-2015,Road Bikes,1701,1984,25
28-12-2015,Hydration Packs,605,858,616
02-01-2016,Caps,207,260,118
20-02-2016,Caps,108,173,722
12-08-2015,Caps,234,287,1921
14-09-2015,Caps,207,267,143
23-10-2015,Caps,180,251,768
22-04-2016,Touring Bikes,2384,3161,643
24-04-2016,Touring Bikes,2384,3184,1271
12-03-2016,Touring Bikes,2384,3681,41
12-03-2016,Bottles and Cages,95,99,526
12-03-2016,Bottles and Cages,72,67,286
12-03-2016,Helmets,945,1351,116
03-06-2016,Road Bikes,540,701,89
03-06-2016,Bottles and Cages,243,419,447
03-06-2016,Bottles and Cages,150,152,122
03-06-2016,Helmets,630,998,59
21-06-2016,Mountain Bikes,565,519,44
21-06-2016,Jerseys,1458,1509,643
26-06-2016,Touring Bikes,2384,2567,1379
26-06-2016,Tires and Tubes,551,835,8
26-06-2016,Tires and Tubes,10,14,525
26-06-2016,Cleaners,80,72,70
17-06-2015,Mountain Bikes,2071,2386,100
29-08-2015,Mountain Bikes,2295,2709,73
29-08-2015,Helmets,805,952,102
20-09-2015,Helmets,770,1032,551
20-09-2015,Jerseys,150,200,1072
30-03-2016,Road Bikes,1701,2113,51
30-03-2016,Bottles and Cages,45,64,252
30-03-2016,Bottles and Cages,144,224,1492
30-03-2016,Helmets,385,636,630
02-04-2016,Touring Bikes,2384,3455,142
02-04-2016,Bottles and Cages,145,231,337
02-04-2016,Bottles and Cages,27,39,974
11-09-2015,Mountain Bikes,2295,2901,853
11-09-2015,Tires and Tubes,525,739,580
11-09-2015,Helmets,70,90,2652
11-03-2016,Touring Bikes,2384,2754,1518
11-03-2016,Helmets,35,54,483
11-03-2016,Jerseys,1050,826,1958
01-06-2016,Road Bikes,540,567,272
01-06-2016,Bottles and Cages,153,146,1842
01-06-2016,Bottles and Cages,65,112,82
27-06-2016,Mountain Bikes,565,862,182
27-06-2016,Fenders,506,471,2593
27-06-2016,Helmets,945,1113,878
13-06-2015,Mountain Bikes,2071,2247,2549
16-08-2015,Mountain Bikes,2320,1620,622
16-08-2015,Bottles and Cages,260,214,37
04-11-2015,Touring Bikes,1215,1520,2147
04-11-2015,Tires and Tubes,85,101,1683
04-11-2015,Tires and Tubes,464,494,1191
04-11-2015,Helmets,1050,1307,745
29-01-2016,Touring Bikes,1215,1284,554
29-01-2016,Jerseys,1188,1493,1646
16-02-2016,Road Bikes,2443,2687,1753
17-03-2016,Touring Bikes,2384,3234,2557
05-06-2015,Mountain Bikes,2049,1555,2227
05-07-2015,Touring Bikes,2384,2685,221
05-07-2015,Bottles and Cages,144,192,1772
05-07-2015,Bottles and Cages,45,46,2008
05-07-2015,Helmets,980,1035,479
05-07-2015,Caps,9,10,85
05-07-2015,Road Bikes,2443,2516,36
29-09-2015,Mountain Bikes,2320,1812,257
02-12-2015,Touring Bikes,2384,2078,80
02-12-2015,Helmets,385,384,129
31-12-2015,Mountain Bikes,2295,2696,155
31-12-2015,Bottles and Cages,50,69,46
31-12-2015,Bottles and Cages,50,70,98
29-03-2016,Jerseys,500,627,25
30-03-2016,Jerseys,1400,1905,66
26-05-2016,Jerseys,900,1049,61
23-09-2015,Jerseys,850,821,351
15-10-2015,Jerseys,1566,1719,408
30-10-2015,Jerseys,54,63,680
23-11-2015,Jerseys,1026,1216,58
21-06-2016,Jerseys,540,691,74
27-05-2016,Helmets,350,521,495
09-08-2015,Helmets,210,285,218
24-02-2016,Touring Bikes,2384,1696,389
31-03-2016,Road Bikes,2443,2838,617
22-04-2016,Touring Bikes,2384,3345,41
02-06-2015,Mountain Bikes,2071,2737,184
11-07-2015,Road Bikes,2443,3095,110
26-07-2015,Touring Bikes,2384,2615,600
09-09-2015,Touring Bikes,742,997,214
17-09-2015,Mountain Bikes,2295,1576,16
08-12-2015,Mountain Bikes,2320,2414,1156
28-09-2015,Jerseys,648,868,108
25-08-2015,Mountain Bikes,2295,2486,573
18-11-2015,Jerseys,1512,1686,867
04-12-2015,Caps,144,210,22
04-12-2015,Jerseys,54,50,359
31-12-2015,Jerseys,200,255,168
29-03-2016,Gloves,73,87,45
14-01-2016,Helmets,210,292,16
18-01-2016,Helmets,910,1500,102
28-03-2016,Helmets,595,953,549
06-04-2016,Helmets,245,397,509
12-05-2016,Helmets,980,1437,1110
07-09-2015,Helmets,980,1297,600
23-09-2015,Helmets,140,199,126
28-12-2015,Helmets,70,90,120
08-06-2015,Mountain Bikes,2071,2211,21
26-08-2015,Mountain Bikes,2295,2008,574
26-08-2015,Tires and Tubes,630,595,1897
26-08-2015,Tires and Tubes,30,38,417
26-08-2015,Tires and Tubes,69,71,697
26-08-2015,Cleaners,80,111,1865
25-11-2015,Road Bikes,540,563,83
25-11-2015,Bottles and Cages,15,20,104
25-11-2015,Bottles and Cages,243,228,657
26-01-2016,Road Bikes,540,770,150
26-01-2016,Bottles and Cages,126,129,82
26-01-2016,Bottles and Cages,65,102,1396
10-08-2015,Bottles and Cages,75,72,486
10-08-2015,Bottles and Cages,200,222,214
20-07-2015,Mountain Bikes,2295,2813,7
27-05-2016,Helmets,385,606,1026
17-06-2016,Jerseys,1350,1633,3179
07-08-2015,Jerseys,1050,1267,430
08-08-2015,Jerseys,972,1258,148
19-08-2015,Jerseys,486,334,24
06-10-2015,Jerseys,1242,970,317
23-08-2015,Mountain Bikes,2320,2344,820
23-08-2015,Helmets,595,818,1225
17-02-2016,Cleaners,143,174,2042
03-06-2016,Cleaners,159,217,673
08-10-2015,Cleaners,175,190,2271
10-06-2016,Tires and Tubes,41,52,15
27-11-2015,Tires and Tubes,980,1037,227
02-11-2015,Tires and Tubes,27,30,1562
04-11-2015,Tires and Tubes,70,81,415
04-11-2015,Tires and Tubes,70,79,59
04-11-2015,Tires and Tubes,44,43,2325
30-01-2016,Bike Stands,1590,1778,56
29-04-2016,Cleaners,87,115,89
13-07-2016,Tires and Tubes,945,1155,518
15-11-2015,Tires and Tubes,57,59,2650
08-04-2015,Mountain Bikes,2049,2123,268
16-09-2015,Mountain Bikes,2295,2004,85
16-09-2015,Socks,225,216,2762
11-02-2016,Jerseys,1050,1220,1636
20-03-2016,Jerseys,324,377,88
23-06-2016,Jerseys,378,549,129
07-12-2015,Jerseys,300,230,757
14-01-2016,Jerseys,1566,1772,2658
08-08-2015,Jerseys,500,543,1185
02-09-2015,Jerseys,600,552,120
13-09-2015,Jerseys,162,147,258
02-09-2015,Jerseys,864,1191,1004
09-11-2015,Helmets,630,691,25
09-11-2015,Helmets,385,419,610
01-01-2016,Jerseys,216,243,86
01-03-2016,Jerseys,350,477,593
05-06-2016,Jerseys,486,566,194
17-08-2015,Jerseys,850,900,31
21-10-2015,Jerseys,1566,1746,50
21-01-2016,Tires and Tubes,72,71,593
21-01-2016,Caps,234,309,702
22-01-2016,Tires and Tubes,696,1080,343
22-01-2016,Tires and Tubes,60,82,638
22-01-2016,Helmets,560,872,3173
21-02-2016,Tires and Tubes,104,164,2078
21-02-2016,Helmets,595,790,908
21-02-2016,Caps,144,189,370
21-02-2016,Jerseys,350,302,110
01-03-2016,Tires and Tubes,85,136,155
01-03-2016,Helmets,630,633,234
13-03-2016,Tires and Tubes,116,107,573
21-04-2016,Tires and Tubes,145,214,79
21-04-2016,Helmets,980,901,2670
21-04-2016,Caps,144,155,504
25-04-2016,Gloves,514,887,2072
25-04-2016,Tires and Tubes,15,23,458
30-04-2016,Tires and Tubes,150,193,16
30-04-2016,Tires and Tubes,16,15,953
14-05-2016,Tires and Tubes,645,794,880
14-05-2016,Caps,90,101,2210
15-05-2016,Tires and Tubes,193,161,1943
15-05-2016,Tires and Tubes,4,6,1597
07-06-2016,Tires and Tubes,116,129,732
07-06-2016,Tires and Tubes,86,127,1766
10-07-2016,Tires and Tubes,609,718,90
10-07-2016,Tires and Tubes,75,74,111
10-07-2016,Tires and Tubes,53,89,686
01-08-2015,Tires and Tubes,90,98,259
01-08-2015,Jerseys,1400,1130,2083
09-08-2015,Tires and Tubes,435,623,909
09-08-2015,Tires and Tubes,10,10,1402
09-08-2015,Tires and Tubes,60,48,19
09-08-2015,Bike Stands,795,1078,527
24-08-2015,Tires and Tubes,551,722,382
24-08-2015,Tires and Tubes,25,36,2080
24-08-2015,Tires and Tubes,46,60,627
08-09-2015,Tires and Tubes,21,24,311
29-09-2015,Tires and Tubes,258,267,6
29-09-2015,Tires and Tubes,36,29,743
29-09-2015,Tires and Tubes,16,17,352
01-10-2015,Bottles and Cages,135,105,76
01-10-2015,Bottles and Cages,125,170,724
05-10-2015,Tires and Tubes,35,32,41
05-10-2015,Tires and Tubes,62,80,691
05-10-2015,Tires and Tubes,90,104,488
05-10-2015,Helmets,560,788,646
17-10-2015,Tires and Tubes,100,121,823
17-10-2015,Tires and Tubes,9,12,1272
29-11-2015,Tires and Tubes,20,26,2084
30-11-2015,Tires and Tubes,130,121,158
30-11-2015,Helmets,385,476,1640
09-12-2015,Tires and Tubes,638,759,42
09-12-2015,Tires and Tubes,25,21,1269
09-12-2015,Helmets,945,1338,96
12-12-2015,Tires and Tubes,261,371,401
12-12-2015,Tires and Tubes,115,137,2882
12-12-2015,Tires and Tubes,14,12,520
16-09-2015,Jerseys,54,70,2879
01-01-2016,Helmets,595,759,595
09-01-2016,Helmets,980,1222,155
08-02-2016,Helmets,105,127,1337
01-03-2016,Helmets,105,137,6
11-03-2016,Helmets,525,715,114
23-05-2016,Helmets,175,218,977
03-08-2015,Helmets,490,553,155
31-10-2015,Helmets,735,905,225
30-11-2015,Helmets,35,39,97
11-12-2015,Helmets,280,292,2140
23-12-2015,Helmets,245,295,58
15-04-2016,Mountain Bikes,769,1006,460
15-09-2015,Mountain Bikes,2320,2606,2820
01-05-2016,Mountain Bikes,2320,2188,2043
15-06-2015,Mountain Bikes,2071,2592,242
21-09-2015,Mountain Bikes,2295,2697,116
21-09-2015,Tires and Tubes,44,32,144
12-06-2015,Mountain Bikes,2071,2377,1612
09-09-2015,Mountain Bikes,2320,1774,2544
09-09-2015,Caps,90,76,50
18-06-2015,Mountain Bikes,2071,2040,155
24-09-2015,Mountain Bikes,2295,2783,738
04-10-2015,Mountain Bikes,769,553,2613
24-06-2015,Mountain Bikes,2049,2328,697
13-09-2015,Mountain Bikes,2295,1803,1229
02-06-2015,Mountain Bikes,2071,1349,2713
02-06-2015,Mountain Bikes,2049,1605,176
13-09-2015,Mountain Bikes,2320,2205,59
13-09-2015,Bottles and Cages,100,86,952
13-09-2015,Bottles and Cages,5,7,1483
13-11-2015,Mountain Bikes,2320,2093,814
18-10-2015,Helmets,105,107,2071
10-01-2016,Caps,18,24,2312
28-03-2016,Caps,45,55,3137
24-06-2015,Mountain Bikes,2071,1718,36
10-10-2015,Mountain Bikes,2295,2272,289
02-06-2015,Mountain Bikes,2049,2075,1363
11-10-2015,Mountain Bikes,2295,2122,1221
11-10-2015,Tires and Tubes,350,321,1295
11-10-2015,Tires and Tubes,5,4,1832
11-10-2015,Bike Stands,636,774,386
01-12-2015,Tires and Tubes,330,280,1788
01-12-2015,Tires and Tubes,11,9,1914
24-11-2015,Bottles and Cages,120,153,853
24-11-2015,Bottles and Cages,135,168,1160
06-02-2015,Mountain Bikes,2049,1681,2476
22-11-2015,Mountain Bikes,769,622,51
24-11-2015,Mountain Bikes,2295,2552,84
18-03-2016,Tires and Tubes,90,121,272
13-11-2015,Mountain Bikes,2295,1854,1757
13-11-2015,Tires and Tubes,50,54,516
21-12-2015,Mountain Bikes,2320,2660,558
21-12-2015,Bottles and Cages,240,330,874
18-02-2016,Helmets,315,462,658
18-02-2016,Jerseys,378,520,1718
02-07-2016,Helmets,700,1059,16
08-07-2016,Helmets,840,861,1803
07-07-2016,Tires and Tubes,45,73,22
25-09-2015,Mountain Bikes,2320,2646,1866
25-09-2015,Tires and Tubes,805,1111,113
25-09-2015,Tires and Tubes,60,82,146
14-12-2015,Mountain Bikes,2320,2031,326
14-12-2015,Bottles and Cages,60,78,747
14-12-2015,Bottles and Cages,60,75,2779
14-12-2015,Helmets,245,261,2336
14-12-2015,Caps,216,192,366
07-11-2015,Helmets,455,563,93
09-12-2015,Mountain Bikes,2295,2525,2600
09-12-2015,Bottles and Cages,190,291,2681
09-12-2015,Bottles and Cages,95,73,117
09-12-2015,Caps,189,166,138
09-12-2015,Helmets,560,773,2414
11-01-2016,Helmets,490,729,947
18-05-2016,Helmets,560,888,565
10-04-2016,Touring Bikes,2384,2308,731
18-04-2016,Touring Bikes,2384,2527,518
13-09-2015,Caps,45,53,95
01-09-2015,Mountain Bikes,2295,2699,2095
22-05-2016,Road Bikes,540,584,694
15-12-2015,Caps,144,147,22
30-12-2015,Mountain Bikes,2320,2001,128
30-12-2015,Caps,162,226,1006
12-12-2015,Mountain Bikes,2320,1746,96
12-12-2015,Bottles and Cages,190,238,93
12-12-2015,Bottles and Cages,95,71,51
15-06-2016,Helmets,595,1010,174
21-01-2016,Touring Bikes,742,826,1532
26-05-2016,Touring Bikes,2384,2627,1695
11-03-2015,Road Bikes,783,864,2791
11-09-2015,Road Bikes,1120,941,2228
31-12-2015,Mountain Bikes,2295,2821,580
17-04-2016,Bottles and Cages,100,119,956
27-06-2016,Fenders,418,570,1574
19-10-2015,Bottles and Cages,140,167,992
23-10-2015,Bottles and Cages,40,49,1344
23-10-2015,Bottles and Cages,27,31,2352
28-10-2015,Bottles and Cages,117,146,442
28-10-2015,Bottles and Cages,120,136,117
28-05-2016,Bottles and Cages,115,155,1205
28-05-2016,Bottles and Cages,216,315,98
21-06-2016,Mountain Bikes,2295,3312,2694
14-06-2015,Mountain Bikes,2071,2214,748
01-09-2015,Bottles and Cages,125,174,594
01-09-2015,Bottles and Cages,9,13,1088
26-10-2015,Mountain Bikes,2295,2675,345
26-10-2015,Bottles and Cages,130,158,1395
26-10-2015,Bottles and Cages,15,21,1240
07-10-2015,Bottles and Cages,50,69,130
07-10-2015,Bottles and Cages,115,158,828
21-07-2015,Cleaners,87,92,632
13-05-2016,Jerseys,1050,1156,1309
11-10-2015,Jerseys,1500,1798,1674
15-11-2015,Jerseys,1512,1612,1511
08-12-2015,Jerseys,1200,1204,929
15-12-2015,Jerseys,864,906,108
17-12-2015,Jerseys,350,347,46
02-01-2016,Tires and Tubes,130,145,391
02-01-2016,Tires and Tubes,29,32,59
